Ticket ID,Log Time,Resolution Time,Category,Description,Resolutions,MSISDN
T86972,2024-01-14 13:46:44,2024-01-14 15:46:44,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230957219651
T91067,2024-08-02 20:54:37,2024-08-03 12:54:37,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230457133173
T28005,2023-06-29 01:17:13,2023-06-30 08:17:13,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230805185257
T92300,2023-08-16 08:58:12,2023-08-16 22:58:12,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230492437848
T22953,2024-12-23 05:25:10,2024-12-25 00:25:10,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230805812231
T52984,2023-02-20 03:08:42,2023-02-22 01:08:42,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230453084420
T25319,2023-11-03 20:08:14,2023-11-05 09:08:14,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230532210174
T23336,2024-04-16 15:05:17,2024-04-17 08:05:17,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230436309566
T13876,2023-08-29 19:50:48,2023-08-31 22:50:48,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230707021158
T55446,2023-12-13 16:24:26,2023-12-14 11:24:26,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230935333762
T11654,2024-08-16 12:17:09,2024-08-17 06:17:09,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230793158951
T40123,2024-10-15 22:57:22,2024-10-17 21:57:22,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230649026167
T73165,2024-05-16 08:23:48,2024-05-17 17:23:48,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230879503904
T60268,2024-01-19 19:03:10,2024-01-22 04:03:10,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230924151654
T58143,2023-02-27 22:51:57,2023-03-01 23:51:57,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230349006281
T54778,2024-09-20 00:36:55,2024-09-21 02:36:55,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230515222731
T56989,2023-01-27 18:14:30,2023-01-28 21:14:30,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230113042916
T57998,2023-12-31 17:46:59,2024-01-02 19:46:59,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230226068492
T44297,2024-09-03 07:00:46,2024-09-04 01:00:46,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230863763764
T92518,2024-12-02 14:40:55,2024-12-02 15:40:55,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230541679053
T14366,2024-01-15 06:08:29,2024-01-18 01:08:29,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230185115570
T51692,2024-11-20 03:57:51,2024-11-21 00:57:51,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230367979227
T54538,2024-01-10 23:53:25,2024-01-12 06:53:25,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230949423190
T13942,2024-02-17 21:35:49,2024-02-18 06:35:49,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230101039883
T45111,2023-12-08 16:00:15,2023-12-10 17:00:15,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230958106815
T35542,2023-02-18 06:17:00,2023-02-20 12:17:00,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230405694220
T89277,2024-07-27 10:23:20,2024-07-30 04:23:20,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230203803040
T98593,2023-02-12 01:12:02,2023-02-14 21:12:02,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230377740182
T63094,2024-01-03 15:09:19,2024-01-06 06:09:19,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230668420188
T38677,2024-03-10 03:54:55,2024-03-11 23:54:55,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230578961856
T88323,2024-12-07 19:21:52,2024-12-08 08:21:52,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230302161434
T45259,2023-06-24 01:00:10,2023-06-24 20:00:10,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230428352927
T95247,2024-04-15 00:24:43,2024-04-17 07:24:43,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230678073159
T57881,2023-08-29 03:53:23,2023-08-29 21:53:23,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230322336485
T85572,2024-07-20 08:29:16,2024-07-22 06:29:16,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230292331082
T86011,2023-07-03 19:05:48,2023-07-04 21:05:48,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230759296495
T80327,2024-02-25 19:10:46,2024-02-27 16:10:46,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230799348185
T58282,2024-08-20 19:04:30,2024-08-23 11:04:30,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230276660407
T86788,2024-02-11 17:03:13,2024-02-12 18:03:13,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230839531825
T50329,2024-09-26 00:55:29,2024-09-28 23:55:29,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230469090751
T28803,2023-07-03 00:52:01,2023-07-04 14:52:01,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230296988060
T95878,2024-08-27 21:04:42,2024-08-30 20:04:42,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230502363761
T74860,2023-11-27 16:33:47,2023-11-29 19:33:47,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230276660407
T11827,2024-06-15 07:38:56,2024-06-17 13:38:56,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230577919273
T37103,2024-02-06 16:36:58,2024-02-07 13:36:58,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230369808467
T87261,2023-05-04 12:26:56,2023-05-04 16:26:56,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230938865042
T90447,2024-05-17 07:56:18,2024-05-18 04:56:18,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230678073159
T73540,2024-05-25 07:16:13,2024-05-26 22:16:13,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230965222030
T90560,2024-06-11 18:30:07,2024-06-12 21:30:07,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230488988175
T88508,2024-09-19 01:12:18,2024-09-21 03:12:18,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230710999422
T69793,2023-12-04 02:07:00,2023-12-05 15:07:00,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230539361665
T57569,2023-01-29 12:28:39,2023-01-30 17:28:39,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230349006281
T67310,2024-01-02 20:34:39,2024-01-04 03:34:39,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230350789665
T24715,2024-07-30 17:12:18,2024-08-01 02:12:18,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230839531825
T98020,2024-12-06 03:06:19,2024-12-06 18:06:19,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230198819986
T41833,2023-08-19 21:48:31,2023-08-22 08:48:31,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230525329325
T83538,2023-04-22 22:42:14,2023-04-25 02:42:14,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230369808467
T37980,2024-02-09 10:25:03,2024-02-09 19:25:03,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230297580025
T39290,2024-12-21 12:19:13,2024-12-23 19:19:13,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230892354021
T54283,2024-04-29 08:07:10,2024-04-29 12:07:10,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230784359368
T52019,2023-06-01 20:28:20,2023-06-03 20:28:20,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230692205256
T88266,2024-08-24 14:44:41,2024-08-26 15:44:41,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230428352927
T48643,2024-12-23 23:13:40,2024-12-25 08:13:40,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230680847512
T81000,2023-07-30 00:21:29,2023-07-31 22:21:29,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230762083350
