Offer Name,Offer ID,Data Browsing Allowance,SMS Allowance,Voice On-Net Allowance,Voice Off-Net Allowance,Data Social Allowance,Datetime,Amount,MSISDN
Offer 47,O043,1118,159,186,62,1468,2024-12-31 01:48:41,415,9230627366212
Offer 24,O020,3599,425,378,184,1875,2023-10-04 15:20:17,989,9230131212541
Offer 35,O027,9495,146,274,96,2446,2024-08-11 23:19:08,663,9230521821189
Offer 5,O019,8415,182,62,154,1038,2023-06-01 10:40:37,533,9230702302189
Offer 19,O013,3550,442,127,284,1486,2023-07-26 08:03:06,184,9230781941999
Offer 24,O037,614,394,372,280,764,2023-02-12 12:16:43,107,9230632946288
Offer 37,O047,5473,937,239,187,201,2024-06-28 00:48:45,779,9230463124616
Offer 20,O011,4910,201,482,212,2626,2024-03-22 11:22:19,196,9230701523260
Offer 14,O037,2686,751,380,144,2928,2024-03-17 23:24:13,721,9230874225782
Offer 28,O013,6011,697,458,94,2517,2023-10-28 17:51:10,343,9230999762562
Offer 9,O050,8974,478,63,50,1082,2023-11-04 20:38:15,411,9230460925197
Offer 10,O045,5469,178,315,27,2647,2024-12-20 03:04:53,151,9230756956744
Offer 50,O050,9225,286,142,192,2662,2023-01-07 07:01:58,589,9230382598306
Offer 3,O048,7410,140,111,191,1119,2023-01-01 14:37:25,100,9230951173620
Offer 34,O008,3470,386,141,288,2189,2023-04-27 01:24:55,361,9230429988720
Offer 40,O016,9119,713,205,176,2617,2023-12-09 03:35:39,364,9230553625236
Offer 44,O017,6936,644,286,36,1030,2024-01-28 17:16:07,639,9230519509585
Offer 44,O015,9792,539,482,272,2533,2023-05-25 01:46:38,712,9230536743904
Offer 37,O040,4955,949,321,146,2349,2023-07-21 19:46:01,442,9230276660407
Offer 3,O041,4445,252,275,70,1910,2024-02-24 12:54:11,994,9230260106137
Offer 32,O030,9441,955,168,282,2204,2023-11-23 20:49:16,79,9230218302795
Offer 38,O008,1279,664,180,89,2764,2024-04-01 21:37:37,196,9230371232044
Offer 10,O045,9409,219,95,294,1792,2024-12-23 06:41:01,943,9230988629670
Offer 28,O006,3657,675,462,293,202,2024-09-13 22:33:21,483,9230375319344
Offer 43,O030,8700,114,437,293,1478,2024-08-09 05:03:44,514,9230541679053
Offer 39,O047,9187,904,122,64,2396,2024-05-18 14:55:38,644,9230906222160
Offer 10,O012,5057,340,127,32,2482,2024-06-27 01:48:26,192,9230610000463
Offer 23,O036,8905,679,176,94,406,2023-07-25 13:10:49,485,9230509493265
Offer 1,O001,1799,758,112,209,1497,2023-02-18 06:20:43,878,9230799348185
Offer 10,O016,4596,662,89,254,2289,2024-04-15 15:13:01,347,9230483063262
Offer 36,O021,9041,481,274,87,1757,2024-08-11 09:06:36,987,9230993322733
Offer 22,O004,4229,297,64,42,1569,2023-07-15 12:13:12,796,9230279476066
Offer 23,O035,7278,123,455,176,237,2024-12-20 09:20:17,610,9230323952441
Offer 46,O031,7853,626,167,254,1302,2024-12-16 12:37:23,297,9230813900597
Offer 21,O015,5053,721,389,34,2871,2024-05-08 21:52:04,588,9230799348185
Offer 2,O022,4551,913,447,202,2851,2024-11-03 17:48:27,449,9230620962249
Offer 12,O048,7989,253,81,233,355,2024-11-23 02:08:50,192,9230460406713
Offer 36,O038,9970,833,439,286,436,2024-06-12 04:11:55,249,9230320913591
Offer 14,O006,8722,688,251,53,2857,2023-04-01 20:57:52,317,9230639362130
Offer 47,O030,4205,875,347,254,2372,2024-07-19 20:45:38,539,9230838747192
Offer 44,O006,1337,721,239,121,2369,2024-12-13 01:26:22,215,9230533971297
Offer 13,O007,7267,131,445,295,1306,2024-04-13 18:01:45,844,9230325454471
Offer 25,O048,5229,832,238,26,1395,2023-06-04 07:57:14,889,9230101039883
Offer 22,O042,3618,329,165,82,1019,2023-03-19 17:19:23,312,9230535496574
Offer 22,O038,4509,359,271,107,2856,2023-09-15 15:20:25,290,9230386899259
Offer 2,O048,1788,580,55,282,968,2023-04-17 00:59:40,306,9230136370951
Offer 37,O016,2730,178,424,239,1832,2024-06-11 21:04:04,934,9230892354021
Offer 11,O011,1916,290,360,54,1725,2023-05-14 19:09:59,158,9230759262037
Offer 7,O023,7738,197,168,153,816,2023-04-28 22:27:26,870,9230224556190
Offer 24,O034,8974,396,138,61,2064,2024-01-23 07:00:01,532,9230533562002
Offer 50,O016,4810,917,359,31,1992,2024-04-20 19:26:31,662,9230555117124
Offer 39,O049,9000,165,337,88,1569,2023-09-04 20:46:25,476,9230757247005
Offer 37,O015,6330,859,249,227,1915,2023-12-17 02:00:17,255,9230128262006
Offer 1,O031,2114,629,168,253,1219,2024-11-22 23:32:24,199,9230380721970
Offer 2,O001,5280,803,349,33,2830,2023-02-04 04:03:03,200,9230587001801
Offer 33,O041,1584,633,496,71,1118,2023-06-20 09:56:59,760,9230377208567
Offer 31,O015,9109,674,444,124,1562,2024-01-17 20:12:57,837,9230940913341
Offer 21,O007,6013,706,423,272,2220,2024-11-11 06:32:14,874,9230504769021
Offer 26,O013,4213,830,246,107,417,2023-02-22 14:02:22,812,9230131679184
Offer 46,O034,2214,588,190,154,2920,2024-03-24 13:25:03,606,9230728340344
Offer 38,O047,8528,565,435,207,850,2024-04-29 19:44:31,547,9230583143146
Offer 23,O039,6216,796,197,58,1820,2024-02-02 16:31:00,649,9230401971867
Offer 24,O007,7931,914,262,176,1115,2023-12-07 02:52:29,481,9230756956744
Offer 23,O018,9013,706,292,23,226,2023-09-12 20:37:58,754,9230405694220
Offer 9,O014,3880,824,459,84,2628,2023-04-18 09:27:28,521,9230265833817
Offer 34,O029,5928,132,454,52,1292,2023-09-29 17:33:04,480,9230707794631
Offer 6,O034,687,480,314,157,718,2023-07-08 20:10:23,999,9230677426741
Offer 16,O026,3501,491,52,82,803,2024-08-31 18:36:48,583,9230208786773
Offer 14,O008,8015,509,303,38,1347,2023-07-16 02:55:38,626,9230377854779
Offer 20,O015,5319,865,440,222,1650,2023-12-01 12:59:18,842,9230757247005
Offer 8,O044,7036,256,397,130,1050,2023-05-31 10:45:10,330,9230260106137
Offer 21,O034,8925,981,380,63,2401,2024-03-23 20:27:57,487,9230509493265
Offer 22,O011,5000,739,196,189,1660,2024-07-05 16:31:35,949,9230218302795
Offer 20,O046,3500,594,81,222,831,2023-07-04 03:26:30,308,9230926844978
Offer 43,O018,5917,603,182,223,1097,2024-12-09 22:53:08,730,9230582875040
Offer 45,O007,7991,577,52,79,1208,2023-07-31 03:08:19,318,9230141002657
Offer 5,O044,3675,511,390,193,1576,2023-12-20 22:39:55,67,9230501743542
Offer 9,O047,9350,315,328,84,2298,2023-10-11 14:35:26,815,9230693732136
Offer 27,O005,1141,504,476,124,1112,2023-09-27 15:23:44,178,9230273259061
Offer 8,O031,6628,848,238,59,2544,2024-09-11 00:53:59,685,9230340061181
Offer 32,O021,3103,621,283,123,452,2023-10-13 08:56:54,603,9230718459155
Offer 49,O037,7126,179,238,249,643,2024-03-07 13:17:40,258,9230376679320
Offer 1,O026,770,628,442,227,211,2023-05-06 14:04:21,455,9230208786773
Offer 44,O003,7443,351,322,273,1786,2024-10-09 08:21:55,661,9230894993614
Offer 21,O036,3943,656,390,217,342,2024-10-31 19:14:58,668,9230927056639
Offer 13,O032,9211,779,249,175,2876,2024-03-04 04:33:49,407,9230854996962
Offer 34,O044,6240,377,454,43,1364,2024-03-27 17:16:35,303,9230267833934
Offer 40,O007,9500,167,216,166,1377,2023-11-21 19:50:45,651,9230479530239
Offer 20,O035,6897,976,285,170,649,2024-07-07 07:59:32,758,9230479530239
Offer 8,O034,1611,833,416,30,2667,2024-01-02 12:07:29,988,9230553677954
Offer 42,O050,4125,297,129,47,2419,2024-01-21 09:50:58,891,9230368714655
Offer 32,O003,2649,638,95,32,2370,2023-11-22 16:53:50,625,9230951046596
Offer 3,O015,2978,452,121,231,374,2024-02-26 09:41:27,790,9230710999422
Offer 8,O041,5348,627,52,177,1891,2024-02-04 08:01:24,266,9230999762562
Offer 50,O036,5497,910,461,59,2121,2023-05-27 12:56:40,683,9230237324066
Offer 28,O025,1144,127,278,104,1385,2024-02-08 08:20:19,786,9230421889309
Offer 9,O020,8978,548,482,225,1988,2024-10-26 19:02:02,582,9230899644989
Offer 37,O042,907,569,373,206,694,2024-12-22 15:49:22,161,9230808755530
Offer 31,O006,2926,129,380,210,916,2023-07-20 04:08:47,824,9230712491291
Offer 17,O020,4038,343,335,233,2093,2023-08-01 21:24:27,922,9230316119294
Offer 12,O032,3172,262,54,30,1856,2023-05-27 06:43:13,175,9230324505412
Offer 37,O048,830,132,70,209,411,2023-03-14 23:19:05,710,9230239925602
Offer 2,O021,3082,122,115,34,379,2023-05-05 00:25:17,292,9230380831002
Offer 26,O033,1035,968,111,144,729,2023-07-29 23:47:18,540,9230521850876
Offer 50,O013,4034,173,424,289,840,2023-02-14 12:06:52,703,9230705284347
Offer 23,O001,3646,138,63,198,2910,2023-04-14 04:35:57,879,9230161844343
Offer 9,O045,5802,397,316,291,424,2023-01-15 15:51:21,350,9230620961607
Offer 19,O045,5856,296,293,122,320,2023-10-26 02:34:15,838,9230289915767
Offer 38,O008,2563,941,120,138,2112,2024-10-23 19:09:14,676,9230457133173
Offer 30,O047,9384,226,444,261,2321,2024-10-01 15:28:59,518,9230469090751
Offer 30,O004,1447,435,135,21,2687,2023-07-27 08:59:53,792,9230784359368
Offer 36,O003,9711,166,264,92,1113,2023-09-17 12:20:36,282,9230582875040
Offer 13,O009,5315,324,91,49,1466,2023-07-22 16:26:08,228,9230513601178
Offer 33,O025,2343,184,382,61,1246,2024-05-21 15:24:33,718,9230131213667
Offer 2,O010,4914,770,453,189,2479,2024-11-26 17:34:13,746,9230898156533
Offer 45,O008,781,714,491,149,759,2023-02-16 00:29:40,927,9230655468230
Offer 21,O008,6910,809,241,199,2199,2024-04-19 03:52:41,611,9230572489793
Offer 35,O036,4908,676,307,77,1448,2024-08-09 04:36:19,336,9230759296495
Offer 25,O049,6323,616,446,272,1357,2023-07-09 03:12:40,86,9230804972100
Offer 29,O040,5683,628,176,158,1315,2023-11-05 03:24:50,159,9230532570407
Offer 45,O046,8176,173,383,49,2834,2023-12-18 03:56:38,673,9230320913591
Offer 40,O025,5674,740,381,148,2213,2024-07-26 18:32:30,671,9230297855405
Offer 14,O015,5435,282,311,265,1438,2023-08-22 13:39:31,279,9230428352927
Offer 35,O002,5802,932,386,226,1397,2024-03-04 01:06:18,686,9230184750806
Offer 15,O041,533,674,108,237,944,2023-09-02 04:23:00,687,9230764380110
Offer 13,O038,1241,910,407,260,358,2023-06-01 18:39:35,619,9230233566905
Offer 46,O046,6457,610,180,71,696,2024-12-19 10:36:53,71,9230768882619
Offer 13,O025,9802,718,214,255,386,2024-02-04 01:33:09,443,9230560138149
Offer 8,O037,4225,766,434,251,1939,2024-04-13 12:30:11,907,9230372387956
Offer 30,O018,8990,144,287,197,216,2023-01-18 09:28:32,748,9230478323663
Offer 21,O025,7520,998,427,282,1210,2024-05-08 22:17:39,383,9230745590992
Offer 2,O011,5085,305,393,55,372,2024-06-02 17:09:36,138,9230801432971
Offer 25,O029,3978,434,222,239,494,2023-05-24 10:25:41,366,9230449994233
Offer 46,O005,5661,775,92,22,2261,2023-01-17 21:36:38,928,9230705284347
Offer 1,O037,9823,488,458,196,587,2024-02-11 19:24:45,731,9230237322715
Offer 6,O015,2795,873,434,203,1188,2023-11-08 22:15:38,748,9230349006281
Offer 15,O025,9892,488,423,224,1198,2023-12-12 01:44:57,937,9230104488435
Offer 20,O010,8398,504,492,198,2596,2023-08-28 04:11:01,127,9230181101498
Offer 22,O032,9121,480,95,142,2550,2023-02-11 20:48:26,218,9230324505412
Offer 39,O049,5266,770,399,128,2370,2024-12-07 21:15:52,839,9230135697838
Offer 32,O029,1474,138,165,106,2516,2024-06-05 00:56:05,489,9230460235560
Offer 22,O007,3877,890,462,161,2219,2024-11-04 11:15:28,582,9230206993428
Offer 33,O050,6690,645,92,232,918,2023-05-14 05:19:21,456,9230189367566
Offer 27,O020,4567,279,298,225,1835,2024-02-08 01:45:00,818,9230296988060
Offer 5,O038,2784,979,180,268,1833,2024-03-12 20:54:26,703,9230221414651
Offer 44,O025,7500,970,222,99,2324,2023-05-04 07:15:14,595,9230344399416
Offer 46,O028,9583,475,245,276,2398,2024-02-01 14:03:32,992,9230913662608
Offer 4,O047,2833,567,290,27,2657,2023-04-18 20:29:02,213,9230262593890
Offer 11,O041,9666,881,367,258,1428,2023-10-24 01:12:48,423,9230310826483
Offer 6,O003,6361,840,407,270,992,2023-10-09 08:29:22,927,9230996123791
Offer 3,O022,3949,545,208,104,499,2024-05-16 12:25:32,739,9230181232816
Offer 21,O013,4177,880,452,233,1463,2023-02-27 06:12:10,579,9230620961607
Offer 16,O008,1223,257,186,279,1052,2024-02-05 01:37:42,343,9230130432269
Offer 32,O048,2301,668,161,273,1612,2023-10-09 22:41:18,837,9230200289727
Offer 41,O044,2209,266,273,293,2995,2023-12-02 04:07:29,219,9230195976999
Offer 9,O002,9587,644,415,172,803,2023-09-23 11:41:46,930,9230492137781
Offer 47,O040,8418,559,451,158,875,2023-05-05 11:02:04,321,9230214230900
Offer 8,O030,9023,912,115,192,1276,2024-06-24 11:49:03,967,9230354967134
Offer 11,O023,2581,753,481,140,2712,2024-01-06 14:28:01,609,9230892354021
Offer 4,O010,7812,248,215,180,1925,2023-11-28 05:35:04,68,9230965222030
Offer 30,O046,8797,711,142,187,2987,2023-01-24 16:55:29,842,9230974624965
Offer 46,O008,3663,628,135,238,1973,2024-06-18 06:53:18,119,9230691534638
Offer 17,O040,2913,431,62,175,2730,2024-02-10 13:31:07,458,9230134569915
Offer 38,O046,6181,959,327,165,2972,2023-09-03 04:56:44,979,9230655468230
Offer 6,O028,4904,566,417,164,2638,2024-04-23 06:24:33,994,9230276660407
Offer 32,O009,2548,945,263,214,449,2024-02-01 23:48:48,620,9230799348185
Offer 9,O028,7532,208,398,136,813,2023-07-15 00:32:34,967,9230116725380
Offer 45,O046,6007,823,398,207,2530,2023-06-10 21:34:06,590,9230136370951
Offer 41,O047,5226,240,365,205,318,2024-02-26 10:36:24,166,9230678073159
Offer 7,O050,1988,655,218,234,1362,2024-06-12 03:43:02,939,9230750008450
Offer 45,O034,9650,612,263,107,2340,2023-09-23 14:28:19,640,9230865562600
Offer 11,O049,8907,985,226,164,869,2023-05-05 06:18:52,135,9230135697838
Offer 4,O030,4904,862,282,264,1841,2023-03-10 10:33:02,794,9230136370951
Offer 20,O030,5695,836,331,244,1425,2023-10-16 20:44:42,593,9230996123791
Offer 2,O025,1972,563,304,156,698,2023-03-02 06:48:32,660,9230874225782
Offer 10,O030,3682,733,482,119,2821,2023-04-20 13:47:05,353,9230705284347
Offer 45,O010,5444,940,240,211,1940,2024-01-31 15:50:23,524,9230166511912
Offer 5,O016,5097,487,374,122,721,2023-06-16 04:48:34,519,9230395884015
Offer 35,O003,8416,306,441,282,2302,2024-02-28 21:10:29,848,9230678073159
Offer 45,O044,6552,487,413,224,924,2024-04-26 11:05:59,810,9230758196297
Offer 9,O023,1514,151,434,81,394,2024-11-22 22:34:30,786,9230354967134
Offer 19,O017,4541,480,489,207,880,2024-03-06 15:31:46,335,9230957219651
Offer 47,O047,2242,142,414,41,2054,2024-09-09 21:40:01,435,9230627366212
Offer 26,O036,4329,792,398,109,2896,2023-08-23 11:11:49,495,9230542774756
Offer 28,O010,9152,780,457,77,1134,2023-02-04 16:47:15,904,9230585087525
Offer 50,O019,4172,477,115,214,762,2023-01-18 11:16:29,380,9230406874492
Offer 47,O025,7915,750,142,297,2068,2023-09-18 18:05:45,314,9230535496574
Offer 34,O037,6907,456,135,113,685,2024-12-25 08:37:33,559,9230545817301
Offer 22,O005,7207,754,396,64,2171,2023-07-15 10:37:00,95,9230436309566
Offer 13,O006,667,115,187,87,851,2024-10-27 05:45:45,970,9230912538628
Offer 37,O022,4549,589,148,162,2998,2023-12-14 13:44:57,94,9230633703313
Offer 34,O041,4101,256,378,38,1794,2023-05-11 08:54:55,911,9230281653523
Offer 15,O037,3994,252,166,55,1113,2023-05-14 20:25:37,893,9230174392318
Offer 32,O027,7965,402,61,208,1206,2023-02-12 14:59:06,861,9230276660407
Offer 12,O002,2287,379,130,26,1118,2023-07-31 11:51:59,146,9230320913591
Offer 41,O039,8804,767,51,46,326,2023-10-18 20:46:24,982,9230102123429
Offer 12,O007,8348,422,181,298,883,2023-11-02 03:33:46,999,9230854438776
Offer 9,O050,9070,587,200,162,2584,2024-01-26 03:29:42,470,9230267833934
Offer 9,O015,7924,417,279,59,1032,2024-12-05 11:47:19,447,9230817598215
Offer 10,O008,2437,546,109,192,1440,2023-08-06 19:05:19,303,9230131212541
Offer 18,O040,589,965,270,29,2186,2024-11-27 02:19:17,445,9230841273951
Offer 44,O045,2922,480,79,22,2349,2024-03-11 10:12:58,759,9230793158951
Offer 4,O031,7363,520,368,297,2904,2024-03-22 00:30:08,472,9230935333762
Offer 10,O014,2520,445,203,296,296,2024-06-27 05:10:41,993,9230252568240
Offer 15,O004,9350,694,65,148,628,2024-12-06 14:52:20,816,9230590622845
Offer 2,O027,9171,368,295,30,1757,2023-02-27 15:13:36,976,9230834904761
Offer 45,O009,6270,570,184,84,2827,2023-09-06 22:00:33,915,9230671681911
Offer 46,O013,6966,863,374,118,987,2024-01-25 12:40:30,542,9230904602671
Offer 17,O030,1020,139,370,228,1341,2023-05-08 20:40:14,256,9230745590992
Offer 2,O032,3940,158,55,235,881,2023-01-23 02:16:30,521,9230401465493
Offer 33,O001,9736,810,282,201,2158,2024-12-04 00:06:22,561,9230344399416
Offer 12,O044,2612,978,54,54,275,2023-06-13 07:58:09,229,9230655468230
Offer 49,O035,2275,143,117,89,2501,2023-12-24 10:14:15,516,9230924151654
Offer 16,O010,5071,904,475,96,668,2023-01-31 03:32:08,490,9230182771385
Offer 18,O002,2248,808,212,87,1248,2024-11-04 19:53:31,103,9230625617252
Offer 24,O045,1289,831,241,86,688,2023-11-22 09:13:56,814,9230924151654
Offer 29,O017,6465,264,182,207,935,2023-07-15 00:18:03,982,9230942028822
Offer 48,O015,7534,673,204,89,2442,2023-04-30 00:11:02,654,9230671681911
Offer 1,O002,4470,332,367,183,748,2024-01-31 21:19:45,458,9230445974479
Offer 1,O017,3816,949,169,193,2235,2024-06-27 15:56:45,590,9230583143146
Offer 44,O048,6304,934,490,176,2675,2024-05-30 14:25:34,473,9230199794288
Offer 36,O010,6955,795,241,116,1956,2023-03-18 14:05:04,834,9230834904761
Offer 29,O023,519,171,440,241,2654,2023-08-25 23:42:20,178,9230578961856
Offer 19,O047,2695,822,359,260,2287,2024-03-08 02:52:26,237,9230182771385
Offer 21,O001,4853,370,249,87,855,2024-08-17 05:47:51,210,9230108807547
Offer 45,O004,7469,252,288,165,866,2023-03-07 00:28:31,778,9230863763764
Offer 19,O017,8561,351,306,247,1237,2023-11-10 13:31:58,615,9230483525064
Offer 11,O033,5300,182,178,86,2819,2024-07-18 07:49:29,383,9230781941999
Offer 14,O010,3315,989,271,37,2841,2023-04-21 15:24:02,717,9230587001801
Offer 20,O041,2670,734,306,165,2140,2023-05-08 07:24:52,608,9230991595287
Offer 28,O040,7996,357,82,225,1760,2024-11-04 01:09:23,433,9230898156533
Offer 41,O005,4626,685,123,47,451,2024-10-12 21:39:30,98,9230696877696
Offer 44,O029,7924,659,283,204,2651,2024-07-25 23:12:59,72,9230764380110
Offer 1,O022,4814,682,276,273,2080,2023-10-06 20:30:09,672,9230161844343
Offer 13,O038,1817,966,235,21,1539,2024-07-20 22:07:16,467,9230365091079
Offer 43,O008,9835,615,289,106,1730,2024-11-28 21:52:28,935,9230365091079
Offer 36,O027,9462,263,460,120,2338,2023-06-16 22:30:47,545,9230453084420
Offer 23,O041,6351,510,361,122,1310,2023-08-07 15:56:02,534,9230663695123
Offer 17,O050,9804,962,61,222,2153,2024-04-28 05:02:10,600,9230734656004
Offer 40,O016,634,246,99,197,2101,2023-05-20 17:18:40,419,9230131679184
Offer 25,O024,9133,185,201,70,1080,2023-10-20 12:17:04,782,9230854996962
Offer 28,O010,1263,263,338,279,1478,2023-06-17 07:11:34,738,9230549696488
Offer 27,O010,7974,555,219,278,1606,2023-01-10 03:07:48,687,9230655468230
Offer 13,O025,568,384,364,270,678,2024-11-15 06:30:18,353,9230539361665
Offer 3,O008,1304,826,194,110,791,2024-07-06 02:31:18,962,9230277017963
Offer 3,O012,2209,600,312,59,2485,2024-03-27 02:09:33,866,9230636066934
Offer 13,O031,7980,327,196,273,1403,2023-09-30 07:29:04,166,9230240764422
Offer 22,O007,9805,967,175,150,1087,2023-10-26 08:31:24,618,9230423959650
Offer 48,O016,2317,866,444,37,688,2023-07-31 19:56:56,677,9230293952148
Offer 11,O006,3592,253,259,80,1232,2023-04-13 13:48:24,697,9230582461373
Offer 50,O033,4593,970,488,66,1249,2023-09-14 10:03:41,996,9230340148689
Offer 37,O016,8545,176,322,66,640,2023-08-05 03:11:41,243,9230710999422
Offer 27,O011,8134,732,78,158,1711,2024-08-16 21:12:25,89,9230164904391
Offer 4,O014,4946,250,346,66,1130,2024-11-16 19:43:59,447,9230719228714
Offer 39,O013,9462,313,60,279,934,2024-10-14 00:10:33,558,9230533971297
Offer 4,O048,1129,504,105,216,1231,2024-11-12 11:06:06,60,9230239925602
Offer 10,O043,8834,107,143,37,2844,2023-05-01 08:36:58,204,9230773751253
Offer 27,O042,8298,993,343,129,2433,2023-03-12 22:38:38,665,9230745590992
Offer 36,O018,9341,244,265,63,226,2023-05-04 14:24:48,125,9230483063262
Offer 17,O040,9115,429,420,231,1380,2024-03-11 13:14:51,71,9230974624965
Offer 33,O036,7959,985,114,222,1143,2023-10-19 15:11:37,633,9230128262006
Offer 29,O009,3900,706,395,86,1235,2023-01-26 10:26:32,473,9230927056639
Offer 30,O038,930,977,77,197,2452,2023-12-17 21:13:16,599,9230648571772
Offer 31,O008,7463,210,263,141,2207,2023-08-04 04:33:26,61,9230172475544
Offer 49,O038,9522,387,211,200,265,2023-07-18 22:07:18,840,9230839186102
Offer 35,O015,9782,764,194,292,2183,2023-03-16 05:32:07,142,9230405694220
Offer 5,O022,8781,375,293,236,274,2024-04-17 18:32:30,832,9230131679184
Offer 33,O015,3685,427,341,279,1764,2024-04-28 05:44:46,767,9230461913145
Offer 37,O044,706,153,237,289,2711,2023-12-26 08:27:15,228,9230270654265
Offer 33,O015,5009,164,421,147,1013,2024-07-23 03:52:07,306,9230277017963
Offer 12,O045,6005,922,93,102,2512,2023-12-15 18:45:24,254,9230411287976
Offer 18,O020,2226,375,308,237,2832,2024-07-28 19:32:57,813,9230169412325
Offer 37,O010,5362,841,259,65,839,2024-12-09 21:50:58,120,9230469090751
Offer 47,O040,5393,553,134,179,2935,2024-06-05 05:05:38,878,9230297580025
Offer 29,O002,4924,910,59,34,2111,2023-08-12 03:36:26,322,9230356540951
Offer 50,O037,9664,499,278,60,346,2023-04-25 21:29:07,775,9230595811548
Offer 31,O006,8909,603,433,36,1824,2024-11-21 22:08:35,298,9230284527343
Offer 18,O009,5940,116,480,220,233,2024-10-27 09:55:11,362,9230587802695
Offer 49,O031,7474,464,209,271,1808,2023-02-18 04:13:26,109,9230308743962
Offer 17,O035,8370,188,243,233,1138,2023-11-23 01:18:39,756,9230226068492
Offer 32,O027,9428,894,215,293,440,2024-11-01 09:47:59,963,9230307828705
Offer 50,O032,2513,532,181,244,2862,2023-01-30 11:24:15,566,9230584157454
Offer 3,O028,621,400,129,283,422,2024-04-25 11:09:59,595,9230513601178
